stockRef,shape,color,clarity,lab,certiNo,treatment,weight,pricePerCts,discPerc,country,measurements,depthPerc,tablePerc,crownAngle,crownHeight,pavalionAngle,pavalionDepth,girdle,girdleThin,girdlePerc,girdleCondition,culetSize,culetCondition,polish,symmetry,fluorescenceIntensity,fluorescenceColor,fancyColor,fancyIntensity,fancyOvertone,pairStockRef,isMatchedPairSeparable,cutGrade,length,width,height,videoLink,certComment,keyToSymbols,certIssueDate,starLength,webLink,laserInscription,shade,Rap Price,lowerHalf,memberComment,blackcrown,blacktable,eyeclean,whitecrown,whitetable,handa,availability,cashDiscPrice,milky,enhancements,city,origin,cashDiscPerc,blackinclusion,identificationMarks,state,forTradeShow,CertiWebLink,LastCustomer,StoneLocation,CostPerCts,NotForWeb,T2A,Ratio,DeptCode,Stock Status
D235CF5-27C,OVB,I,VVS1,GIA,1487198493,,0.40000,986.00000,-42.00000,HONG KONG,5.92x4.07x2.59,63.70,64.00,0.00,0.00,0.00,0.00,STK,,0.00,Faceted,None,None,VG,VG,Faint,,,,,,,,5.92,4.07,2.59,,,"Cloud, Feather, Indented Natural",20/12/2023 12:00:00 AM,0.00,,Y,,1700.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=1487198493,,HONG KONG,2000.00000,False,,1.455,ENT,A
JBPD270E,PSB,K,VS2,GIA,5483198588,,0.40000,550.00000,-50.00000,HONG KONG,6.78x3.92x2.44,62.30,61.00,0.00,0.00,0.00,0.00,ETK,,0.00,Faceted,None,None,VG,VG,Faint,,,,,,,,6.78,3.92,2.44,,,Crystal,20/12/2023 12:00:00 AM,0.00,,Y,,1100.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=5483198588,,HONG KONG,1100.00000,False,,1.730,ENT,A
SSR10C,PSB,L,VS2,GIA,6482198475,,0.40000,574.20000,-42.58000,HONG KONG,6.81x3.83x2.58,67.20,61.00,0.00,0.00,0.00,0.00,VTK,,0.00,Faceted,None,None,EX,VG,None,,,,,,,,6.81,3.83,2.58,,,Feather,20/12/2023 12:00:00 AM,0.00,,Y,,1000.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6482198475,,HONG KONG,1000.00000,False,,1.778,ENT,A
JBPD214D,PSB,L,SI2,GIA,2487198520,,0.40000,488.00000,-39.00000,HONG KONG,6.79x4.10x2.33,56.90,66.00,0.00,0.00,0.00,0.00,VTK,,0.00,Faceted,None,None,VG,VG,None,,,,,,,,6.79,4.10,2.33,,,Feather,20/12/2023 12:00:00 AM,0.00,,Y,,800.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2487198520,,HONG KONG,800.00000,False,,1.656,ENT,A
D237CF5-53B,EM,H,VS1,GIA,7481152122,,0.61000,1040.00000,-48.00000,HONG KONG,5.87x4.21x2.61,61.90,65.00,0.00,0.00,0.00,0.00,THK,,0.00,Polished,None,None,EX,VG,None,,,,,,,,5.87,4.21,2.61,,,"Crystal, Feather, Needle",13/12/2023 12:00:00 AM,0.00,,Y,,2000.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=7481152122,,HONG KONG,2500.00000,False,,1.394,ENT,A
JD236MB1-72A,RD,F,IF,GIA,2487142145,,0.70000,2599.74000,-48.00520,HONG KONG,5.66-5.70x3.55,62.50,57.00,36.50,16.00,41.00,43.50,MED,Medium,3.50,Faceted,None,None,EX,EX,None,,,,,,,EX,5.70,5.66,3.55,,,"Surface Graining, Minor Details Of Polish",08/12/2023 12:00:00 AM,50.00,,Y,,5000.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2487142145,,HONG KONG,6600.00000,False,,1.007,ENT,A
JD236MB1-53,RD,F,VS2,GIA,2487152121,,0.70000,1648.35000,-45.05500,HONG KONG,5.64-5.68x3.56,62.90,57.00,36.50,16.00,41.00,43.50,MED to THK,Medium,3.50,Faceted,None,None,EX,EX,None,,,,,,,EX,5.68,5.64,3.56,,,Cloud,08/12/2023 12:00:00 AM,50.00,,Y,,3000.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2487152121,,HONG KONG,2300.00000,False,,1.007,ENT,A
BZ39B,EM,N,VS2,GIA,6482191203,,0.70000,792.00000,-40.00000,HONG KONG,6.36x4.14x2.78,67.20,71.00,0.00,0.00,0.00,0.00,VTK,,0.00,Polished,None,None,EX,EX,None,,,,,,,,6.36,4.14,2.78,,,Feather,18/12/2023 12:00:00 AM,0.00,,Y,,0.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6482191203,,HONG KONG,1500.00000,False,,1.536,ENT,A
JD236MB1-45A,RD,J,VVS2,GIA,6482171873,,0.70000,1120.68000,-46.63429,HONG KONG,5.68-5.70x3.57,62.70,56.00,34.50,15.00,41.60,44.00,MED to THK,Medium,3.50,Faceted,None,None,EX,EX,None,,,,,,,EX,5.70,5.68,3.57,,,"Needle, Feather, Pinpoint",14/12/2023 12:00:00 AM,50.00,,Y,,2100.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6482171873,King Vantage Trading Limited,HONG KONG,3000.00000,False,,1.004,ENT,M
D235CF5-13B,EM,I,VS1,GIA,6482198424,,0.71000,1375.00000,-45.00000,HONG KONG,6.19x4.45x2.84,63.80,60.00,0.00,0.00,0.00,0.00,MED to THK,Medium,0.00,Polished,None,None,EX,EX,None,,,,,,,,6.19,4.45,2.84,,,Feather,20/12/2023 12:00:00 AM,0.00,,Y,,2500.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6482198424,SIM GEMS USA INC,USA,3100.00000,False,,1.391,ENT,M
JD236MB1-107A,EM,J,VS1,GIA,6481190788,,0.80000,1155.00000,-45.00000,HONG KONG,6.40x4.54x2.79,61.30,58.00,0.00,0.00,0.00,0.00,STK to VTK,,0.00,Polished,None,None,EX,VG,None,,,,,,,,6.40,4.54,2.79,,,"Crystal, Feather, Cloud, Needle",18/12/2023 12:00:00 AM,0.00,,Y,,2100.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6481190788,,HONG KONG,2500.00000,False,,1.410,ENT,A
JD236MB1-28A,EM,J,SI1,GIA,7488152111,,0.91000,912.00000,-62.00000,HONG KONG,6.44x4.67x3.20,68.40,58.00,0.00,0.00,0.00,0.00,THK,,0.00,Polished,None,None,EX,EX,Faint,,,,,,,,6.44,4.67,3.20,http://image.simgems.com/images/JD236MB1-28A,,"Crystal, Feather",13/12/2023 12:00:00 AM,0.00,JD236MB1-28A,Y,,2400.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=7488152111,,HONG KONG,2700.00000,False,,1.379,ENT,A
JD236MB1-98A,RD,J,VS1,GIA,1483190776,,0.91000,1564.12080,-46.06480,HONG KONG,6.12-6.17x3.86,62.90,57.00,35.50,15.50,41.00,43.00,STK,,4.00,Faceted,None,None,EX,EX,Faint,,,,,,,EX,6.17,6.12,3.86,http://image.simgems.com/images/JD236MB1-98A,,"Cloud, Pinpoint",18/12/2023 12:00:00 AM,50.00,JD236MB1-98A,Y,,2900.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=1483190776,,HONG KONG,4000.00000,False,,1.008,ENT,A
JD236MB1-5A,SQEM,H,SI1,GIA,5486128594,,1.01000,1653.33960,-54.07390,HONG KONG,5.64x5.50x3.78,68.70,59.00,0.00,0.00,0.00,0.00,VTK,,0.00,Polished,None,None,EX,VG,None,,,,,,,,5.64,5.50,3.78,http://image.simgems.com/images/JD236MB1-5A,Clarity grade is based on clouds that are not shown.,"Crystal, Feather, Needle",07/12/2023 12:00:00 AM,0.00,JD236MB1-5A,Y,,3600.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=5486128594,SIM GEMS USA INC,USA,4400.00000,False,,1.025,ENT,M
JD236MB2-33A,RD,G,SI2,GIA,6475973768,,1.03000,2221.56000,-44.46100,HONG KONG,6.41-6.44x4.03,62.80,58.00,35.50,15.00,41.20,43.50,STK,,4.00,Faceted,None,None,EX,EX,Faint,,,,,,,EX,6.44,6.41,4.03,http://image.simgems.com/images/JD236MB2-33A,Clarity grade is based on clouds that are not shown. Surface graining is not shown.,Feather,07/11/2023 12:00:00 AM,50.00,JD236MB2-33A,Y,,4000.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6475973768,SIM GEMS USA INC,USA,4400.00000,False,,1.005,ENT,M
JD236MB2-35A,RD,F,SI1,GIA,6475974141,,1.62000,5215.17150,-37.91462,HONG KONG,7.46-7.49x4.68,62.60,58.00,35.50,15.00,41.20,43.50,MED to THK,Medium,4.00,Faceted,None,None,EX,EX,None,,,,,,,EX,7.49,7.46,4.68,http://image.simgems.com/images/JD236MB2-35A,Clarity grade is based on clouds that are not shown. Surface graining is not shown.,Needle,09/11/2023 12:00:00 AM,50.00,JD236MB2-35A,Y,,8400.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6475974141,SIM GEMS USA INC,USA,8800.00000,False,,1.004,ENT,M
D235CF5-18A,RD,J,VS1,GIA,1479248061,,2.21000,4301.86680,-48.78730,HONG KONG,8.29-8.34x5.20,62.50,56.00,35.00,15.50,41.00,43.50,MED to THK,Medium,3.50,Faceted,None,None,EX,EX,Medium,Blue,,,,,,EX,8.34,8.29,5.20,http://image.simgems.com/images/D235CF5-18A,,"Feather, Pinpoint",25/08/2023 12:00:00 AM,50.00,D235CF5-18A,Y,None,8400.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC2,WT1,NO,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=1479248061,SIM GEMS USA INC,USA,9600.00000,False,,1.006,ENT,M
B238F2-31A,RD,E,VVS2,GIA,6481177793,,1.01000,3974.94899,-57.25861,HONG KONG,6.23-6.27x3.99,63.90,59.00,37.50,15.50,40.60,42.50,STK to VTK,,5.50,Faceted,None,None,EX,EX,None,,,,,,,VG,6.27,6.23,3.99,http://image.simgems.com/images/B238F2-31A,Clouds are not shown.,"Pinpoint, Feather",15/12/2023 12:00:00 AM,50.00,B238F2-31A,Y,,9300.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6481177793,,HONG KONG,11600.00000,False,Not Available,1.006,ENT,A
D231H15-02A,CB,F,VS2,GIA,5222903787,,10.20000,29796.92100,-55.19260,HONG KONG,15.51x11.70x7.79,66.60,61.00,0.00,0.00,0.00,0.00,STK to ETK,Medium,0.00,Faceted,None,None,EX,EX,Strong,Blue,,,,,,,15.51,11.70,7.79,http://image.simgems.com/images/D231H15-02A,,"Crystal, Needle, Feather, Cloud",26/04/2023 12:00:00 AM,0.00,D231H15-02A,Y,None,66500.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,BC1,BT1,EC0,WC1,WT0,NA,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=5222903787,SIM GEMS USA INC,USA,70000.00000,False,,1.326,ENT,M
VISA184A,CMB,F I Y,VS1,GIA,5234129787,,7.24000,14850.00000,0.00000,HONG KONG,10.53x10.52x7.22,68.60,58.00,0.00,0.00,0.00,0.00,VTK,,0.00,Faceted,None,None,EX,EX,None,,Yellow,Fancy Intense,,,,,10.53,10.52,7.22,http://image.simgems.com/images/VISA184A,Additional clouds are not shown. Pinpoints are not shown.,"Cloud, Crystal, Needle, Natural",22/11/2023 12:00:00 AM,0.00,VISA184A,Y,None,0.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,BC1,BT0,EC0,WC1,WT1,NA,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=5234129787,,HONG KONG,20000.00000,False,,1.001,ENT,A
D235CF5-39B,EM,I,VS1,GIA,7478974165,,1.02000,1969.11000,-49.51000,HONG KONG,6.87x4.97x3.25,65.20,63.00,0.00,0.00,0.00,0.00,STK to VTK,,0.00,Polished,None,None,EX,EX,None,,,,,,,,6.87,4.97,3.25,http://image.simgems.com/images/D235CF5-39B,Additional clouds are not shown. Additional pinpoints are not shown.,"Feather, Cloud, Pinpoint",07/11/2023 12:00:00 AM,0.00,D235CF5-39B,Y,,3900.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=7478974165,SIM GEMS USA INC,USA,5000.00000,False,,1.382,ENT,M
D237CF5-45A,CMB,I,VS2,GIA,6472963512,,2.01000,4455.00000,-50.50000,HONG KONG,8.36x6.99x4.72,67.50,68.00,0.00,0.00,0.00,0.00,VTK,,0.00,Faceted,None,None,EX,EX,None,,,,,,,,8.36,6.99,4.72,http://image.simgems.com/images/D237CF5-45A,"Additional clouds, pinpoints and internal graining are not shown.","Cloud, Crystal, Feather, Needle",07/11/2023 12:00:00 AM,0.00,D237CF5-45A,Y,,9000.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6472963512,SIM GEMS USA INC,USA,9700.00000,False,,1.196,ENT,M
JD236MB5-7A,CMB,H,IF,GIA,6475963601,,2.01000,6014.25000,-55.45000,HONG KONG,8.41x7.00x4.74,67.70,61.00,0.00,0.00,0.00,0.00,MED to VTK,Medium,0.00,Faceted,None,None,EX,EX,None,,,,,,,,8.41,7.00,4.74,http://image.simgems.com/images/JD236MB5-7A,Minor details of polish are not shown.,,07/11/2023 12:00:00 AM,0.00,JD236MB5-7A,Y,None,13500.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC0,WT0,NA,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6475963601,SIM GEMS USA INC,USA,15000.00000,False,,1.201,ENT,M
D237CF5-29B,CMB,G,VS1,GIA,2487128596,,1.02000,2519.56980,-53.34130,HONG KONG,7.25x5.57x3.56,63.90,65.00,0.00,0.00,0.00,0.00,MED to THK,Medium,0.00,Faceted,None,None,EX,EX,None,,,,,,,,7.25,5.57,3.56,http://image.simgems.com/images/D237CF5-29B,Additional clouds are not shown. Pinpoints are not shown.,"Cloud, Crystal, Needle",07/12/2023 12:00:00 AM,0.00,D237CF5-29B,Y,,5400.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2487128596,SIM GEMS USA INC,USA,7000.00000,False,,1.302,ENT,M
JD236MB2-16A,EM,I,VVS1,GIA,6481128597,,1.53000,4036.97250,-46.17370,HONG KONG,7.87x5.68x3.53,62.20,63.00,0.00,0.00,0.00,0.00,THK,,0.00,Polished,None,None,EX,EX,None,,,,,,,,7.87,5.68,3.53,http://image.simgems.com/images/JD236MB2-16A,,Pinpoint,05/12/2023 12:00:00 AM,0.00,JD236MB2-16A,Y,None,7500.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC1,WT0,NA,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6481128597,SIM GEMS USA INC,USA,8500.00000,False,,1.386,ENT,M
D237CF5-8B,EM,I,VVS1,GIA,7486128583,,0.71000,1392.00000,-52.00000,HONG KONG,6.08x4.36x2.81,64.40,59.00,0.00,0.00,0.00,0.00,THK,,0.00,Polished,None,None,EX,EX,None,,,,,,,,6.08,4.36,2.81,,,"Cloud, Feather",07/12/2023 12:00:00 AM,0.00,,Y,,2900.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=7486128583,SIM GEMS USA INC,USA,3500.00000,False,,1.394,ENT,M
ucl334b,EM,G,VS2,GIA,6223632631,,5.02000,20235.60000,-44.56000,HONG KONG,11.74x8.17x5.32,65.10,65.00,0.00,0.00,0.00,0.00,THK,,0.00,Polished,None,None,EX,EX,None,,,,,,,,11.74,8.17,5.32,http://image.simgems.com/images/ucl334b,Additional clouds are not shown. Pinpoints are not shown.,"Cloud, Crystal, Feather, Needle",14/09/2022 12:00:00 AM,0.00,ucl334b,Y,None,36500.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,BC1,BT2,EC0,WC1,WT1,NA,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6223632631,SIM GEMS USA INC,USA,38500.00000,False,,1.437,ENT,M
UCL338A,CMB,F L Y,SI1,GIA,2221617309,,10.02000,8041.27500,0.00000,HONG KONG,12.92x10.80x7.53,69.80,66.00,0.00,0.00,0.00,0.00,VTK,,0.00,Faceted,None,None,EX,EX,None,,Yellow,Fancy Light,,,,,12.92,10.80,7.53,http://image.simgems.com/images/UCL338A,Additional clouds are not shown. Pinpoints are not shown.,"Crystal, Feather, Cloud, Needle",30/08/2022 12:00:00 AM,0.00,UCL338A,Y,None,0.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,BC0,BT1,EC1,WC0,WT2,NA,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2221617309,,HONG KONG,0.00000,False,,1.196,,A
B235MB15-09B,RD,F,SI2,GIA,7483137822,,1.01000,2327.64840,-44.57980,HONG KONG,6.50-6.54x3.89,59.70,57.00,31.50,13.00,41.00,43.00,MED to THK,Medium,3.50,Faceted,None,None,EX,EX,Faint,,,,,,,EX,6.54,6.50,3.89,http://image.simgems.com/images/B235MB15-09B,"Additional twinning wisps, clouds, pinpoints and surface graining are not shown.","Twinning Wisp, Feather, Crystal, Needle",18/12/2023 12:00:00 AM,45.00,B235MB15-09B,Y,,4200.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=7483137822,SIM GEMS USA INC,USA,4700.00000,False,,1.006,ENT,M
B238F2-101A,RD,H,VVS1,GIA,7488197522,,0.80000,1676.11949,-45.93163,HONG KONG,5.81-5.86x3.74,64.20,60.00,33.00,13.00,42.20,45.50,THK,,5.50,Faceted,None,None,EX,EX,None,,,,,,,VG,5.86,5.81,3.74,,,Feather,19/12/2023 12:00:00 AM,50.00,,Y,,3100.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=7488197522,,HONG KONG,4300.00000,False,,1.009,ENT,A
B238F2-16A,RD,E,VS1,GIA,7483137826,,1.03000,3465.54450,-56.13235,HONG KONG,6.27-6.31x4.00,63.60,57.00,38.00,16.50,39.80,41.50,STK to VTK,,5.50,Faceted,None,None,EX,EX,None,,,,,,,VG,6.31,6.27,4.00,http://image.simgems.com/images/B238F2-16A,Additional clouds are not shown.,"Cloud, Needle",07/12/2023 12:00:00 AM,50.00,B238F2-16A,Y,,7900.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=7483137826,SIM GEMS USA INC,USA,9900.00000,False,,1.006,ENT,M
B238F2-19A,RD,J,VS1,GIA,2487179427,,1.01000,1555.81469,-54.24074,HONG KONG,6.19-6.24x4.03,64.80,59.00,37.00,15.50,41.00,43.50,THK,,5.50,Faceted,None,None,EX,EX,None,,,,,,,VG,6.24,6.19,4.03,http://image.simgems.com/images/B238F2-19A,,Feather,19/12/2023 12:00:00 AM,50.00,B238F2-19A,Y,,3400.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2487179427,TIZDAN OFIR,HONG KONG,4700.00000,False,,1.008,ENT,M
B238F2-63A,RD,H,SI1,GIA,2486197516,,0.85000,1583.01000,-31.17348,HONG KONG,6.02-6.06x3.78,62.60,57.00,35.00,15.00,41.20,43.50,STK,,4.00,Faceted,None,None,EX,EX,None,,,,,,,EX,6.06,6.02,3.78,,,"Cloud, Crystal",19/12/2023 12:00:00 AM,50.00,,Y,,2300.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2486197516,ZEAL ZEST,HONG KONG,2700.00000,False,,1.007,ENT,M
B238F4-11A,EM,I,VVS2,GIA,1489137787,,1.53000,3793.52160,-47.31220,HONG KONG,7.92x5.60x3.63,64.90,64.00,0.00,0.00,0.00,0.00,STK to VTK,,0.00,Polished,None,None,EX,EX,None,,,,,,,,7.92,5.60,3.63,http://image.simgems.com/images/B238F4-11A,Clarity grade is based on clouds that are not shown. Additional pinpoints are not shown. Surface graining is not shown.,Pinpoint,12/12/2023 12:00:00 AM,0.00,B238F4-11A,Y,None,7200.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC1,WT1,NA,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=1489137787,SIM GEMS USA INC,USA,8200.00000,False,,1.414,ENT,M
B238F4-34A,RD,I,VVS2,GIA,6482197607,,1.51000,3116.98529,-57.30157,HONG KONG,7.11-7.14x4.61,64.70,57.00,38.00,17.00,40.20,42.00,STK to VTK,,5.50,Faceted,None,None,EX,EX,None,,,,,,,VG,7.14,7.11,4.61,http://image.simgems.com/images/B238F4-34A,,"Feather, Pinpoint",21/12/2023 12:00:00 AM,45.00,B238F4-34A,Y,None,7300.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC2,WT0,NO,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6482197607,SIM GEMS USA INC,USA,8700.00000,False,,1.004,ENT,M
B238F4-6B,SQEM,H,VS1,GIA,1483177898,,1.52000,3208.95630,-59.38030,HONG KONG,6.58x6.55x4.21,64.30,66.00,0.00,0.00,0.00,0.00,THK,,0.00,Polished,None,None,EX,EX,None,,,,,,,,6.58,6.55,4.21,http://image.simgems.com/images/B238F4-6B,,Feather,15/12/2023 12:00:00 AM,0.00,B238F4-6B,Y,,7900.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=1483177898,SIM GEMS USA INC,USA,9500.00000,False,,1.005,ENT,M
B238F4-80A,RD,G,VVS2,GIA,1485197549,,1.01000,2999.30400,-57.15280,HONG KONG,6.24-6.30x3.96,63.10,62.00,36.00,14.00,41.00,43.50,STK to VTK,,5.50,Faceted,None,None,VG,VG,Faint,,,,,,,VG,6.30,6.24,3.96,http://image.simgems.com/images/B238F4-80A,,"Pinpoint, Cloud, Indented Natural",19/12/2023 12:00:00 AM,50.00,B238F4-80A,Y,,7000.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=1485197549,TIZDAN OFIR,HONG KONG,9300.00000,False,,1.010,ENT,M
B238F4-87A,RD,H,VVS2,GIA,5483129497,,0.90000,2259.18000,-48.65500,HONG KONG,6.13-6.17x3.86,62.80,58.00,34.50,14.50,41.60,44.50,STK,,4.00,Faceted,None,None,EX,EX,None,,,,,,,EX,6.17,6.13,3.86,http://image.simgems.com/images/B238F4-87A,,"Pinpoint, Cloud",12/12/2023 12:00:00 AM,50.00,B238F4-87A,Y,,4400.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=5483129497,,HONG KONG,5700.00000,False,,1.007,ENT,A
B238MB15-5A,OVB,L,VS2,GIA,6482137829,,3.22000,4782.53160,-32.64040,HONG KONG,12.23x8.27x5.05,61.10,61.00,0.00,0.00,0.00,0.00,MED to THK,Medium,0.00,Faceted,None,None,EX,EX,None,,,,,,,,12.23,8.27,5.05,http://image.simgems.com/images/B238MB15-5A,Clouds are not shown. Surface graining is not shown.,Twinning Wisp,12/12/2023 12:00:00 AM,0.00,B238MB15-5A,Y,None,7100.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,BC0,BT0,EC0,WC2,WT1,NA,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6482137829,,HONG KONG,8573.24845,False,,1.479,ENT,A
D236MB1-29A,RD,H,VVS1,GIA,1483179472,,0.90000,2016.59040,-57.98770,HONG KONG,6.01-6.05x3.90,64.60,56.00,37.00,16.50,40.80,43.00,STK to VTK,,5.00,Faceted,None,None,EX,EX,None,,,,,,,VG,6.05,6.01,3.90,http://image.simgems.com/images/D236MB1-29A,,"Cloud, Feather",15/12/2023 12:00:00 AM,50.00,D236MB1-29A,Y,,4800.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=1483179472,,HONG KONG,6400.00000,False,,1.007,ENT,A
D236MB2-11A,RAD,E,VS2,GIA,5483177928,,1.52000,4489.33320,-51.72760,HONG KONG,7.36x5.94x3.94,66.30,65.00,0.00,0.00,0.00,0.00,VTK,,0.00,Polished,None,None,EX,EX,Faint,,,,,,,,7.36,5.94,3.94,http://image.simgems.com/images/D236MB2-11A,Additional pinpoints are not shown.,"Crystal, Needle, Pinpoint",19/12/2023 12:00:00 AM,0.00,D236MB2-11A,Y,,9300.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT2,EC0,WC1,WT0,NA,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=5483177928,,HONG KONG,11100.00000,False,,1.239,ENT,A
